Transaction ID,Transaction Amount (USD),Fraud Label,Analyst ID,Experimental Arm,Analyst Decision,Decision Time (seconds),Perceived Confidence,Perceived Information
137,188.86,0,2,Control (No Scores),declined,60,High confidence,Medium information
138,189.36,0,1,Control (No Scores),suspicious,45,Medium confidence,Medium information
139,140.4,0,2,Control (Scores),approved,97,Medium confidence,High information
140,73.93,0,2,Control (No Scores),approved,56,Low confidence,Medium information
141,173.20999999999998,0,3,Control (No Scores),approved,30,Certainty,Low information
142,58.58,0,2,Control (Scores),approved,97,Low confidence,High information
143,533.87,0,1,Control (Scores),approved,30,Medium confidence,Medium information
144,207.23000000000002,0,3,Control (No Scores),approved,60,High confidence,Medium information
145,200.52,1,2,Control (Scores),approved,57,High confidence,High information
146,133.44,0,1,Control (Scores),approved,41,High confidence,Medium information
147,797.53,0,3,Control (Scores),declined,124,High confidence,Low information
148,701.54,0,2,Control (No Scores),suspicious,203,Medium confidence,Medium information
149,51.04,0,3,Control (Scores),approved,56,High confidence,Medium information
150,166.66,0,1,Control (Scores),approved,13,High confidence,High information
151,85.52,0,3,Control (Scores),approved,40,Medium confidence,Low information
152,704.33,1,3,Control (Scores),suspicious,42,High confidence,Low information
153,146.29999999999998,0,3,Control (No Scores),approved,29,High confidence,Low information
154,68.91,1,3,Control (No Scores),declined,54,Certainty,High information
155,156.44,0,2,Control (Scores),approved,33,High confidence,High information
156,171.37,1,1,Control (No Scores),approved,52,Medium confidence,Medium information
157,422.43,0,3,Control (Scores),declined,127,High confidence,No information
158,137.91,0,3,Control (No Scores),approved,38,High confidence,Low information
159,392.64,1,1,Control (Scores),declined,59,High confidence,Medium information
160,267.16,0,1,Control (No Scores),approved,44,Medium confidence,Medium information
161,179.95000000000002,0,3,Control (No Scores),suspicious,82,High confidence,Low information
162,207.48999999999998,1,3,Control (No Scores),approved,22,High confidence,Low information
163,77.32,0,3,Control (Scores),approved,27,High confidence,No information
164,1433.32,0,1,Control (Scores),approved,5,Certainty,High information
165,233.59,0,1,Control (No Scores),declined,14,High confidence,High information
166,359.53,0,3,Control (Scores),approved,38,High confidence,Low information
167,192.89,1,2,Control (Scores),approved,93,Low confidence,High information
168,203.79,1,2,Control (No Scores),approved,112,Medium confidence,High information
169,108.04,0,1,Control (Scores),approved,12,Certainty,High information
170,97.17,0,3,Control (No Scores),approved,37,High confidence,Medium information
171,259.32000000000005,0,1,Control (Scores),approved,21,Certainty,Medium information
172,133.54,0,2,Control (No Scores),approved,38,High confidence,High information
173,1008.69,0,3,Control (Scores),declined,75,High confidence,No information
174,187.21,0,1,Control (Scores),approved,17,High confidence,Medium information
175,115.52,0,2,Control (Scores),approved,39,High confidence,High information
176,51.65,0,3,Control (No Scores),approved,28,Low confidence,No information
177,162.64000000000001,0,1,Control (Scores),approved,14,High confidence,High information
178,192.91,1,2,Control (Scores),declined,92,High confidence,Medium information
179,328.91,0,2,Control (Scores),approved,121,High confidence,High information
180,125.44,0,1,Control (Scores),approved,9,Certainty,High information
181,357.2,0,2,Control (Scores),declined,55,Certainty,All information
182,38.23,0,1,Control (Scores),approved,16,High confidence,High information
183,104.44,1,3,Control (Scores),approved,31,Medium confidence,Low information
184,530.23,0,1,Control (Scores),approved,19,Certainty,High information
185,109.55,0,3,Control (Scores),approved,23,High confidence,Low information
186,801.43,0,1,Control (Scores),approved,40,Certainty,High information
187,70.47,0,3,Control (No Scores),approved,16,High confidence,Low information
188,109.0,1,1,Control (No Scores),approved,34,High confidence,High information
189,200.88,1,3,Control (No Scores),approved,157,High confidence,Medium information
190,170.65,0,1,Control (Scores),approved,9,Certainty,High information
191,353.45,0,2,Control (No Scores),approved,77,Medium confidence,Medium information
192,2256.51,1,3,Control (Scores),declined,41,Certainty,Low information
193,21.95,0,1,Control (Scores),approved,19,High confidence,High information
194,289.98,0,3,Control (No Scores),approved,39,High confidence,Low information
195,136.14,0,1,Control (Scores),approved,5,Certainty,High information
196,27.77,0,3,Control (No Scores),approved,35,High confidence,Medium information
197,98.2,0,1,Control (No Scores),approved,22,High confidence,Medium information
198,136.31,0,3,Control (No Scores),approved,75,High confidence,Medium information
199,148.52,1,1,Control (No Scores),declined,35,High confidence,High information
200,149.26000000000002,0,1,Control (Scores),approved,19,Certainty,High information
201,157.69,0,1,Control (No Scores),approved,25,High confidence,Medium information
202,187.9,0,1,Control (No Scores),approved,16,High confidence,Medium information
203,140.80999999999997,0,1,Control (No Scores),approved,30,High confidence,Medium information
204,169.66000000000003,1,3,Control (Scores),declined,29,Medium confidence,Low information
205,279.69,1,2,Control (No Scores),declined,65,Medium confidence,High information
206,254.39999999999998,1,3,Control (No Scores),declined,77,High confidence,Low information
207,142.57,0,3,Control (Scores),declined,70,High confidence,No information
208,44.76,1,2,Control (No Scores),declined,45,High confidence,High information
209,901.03,0,3,Control (No Scores),approved,140,High confidence,Medium information
210,195.72,0,2,Control (No Scores),approved,83,Medium confidence,Medium information
211,178.70999999999998,0,1,Control (Scores),approved,10,Certainty,High information
212,172.27,0,3,Control (Scores),approved,20,High confidence,Low information
213,208.54,0,1,Control (No Scores),approved,4,High confidence,Medium information
214,525.5999999999999,0,2,Control (Scores),approved,46,High confidence,High information
215,56.62,0,1,Control (Scores),approved,7,Certainty,High information
216,133.49,1,3,Control (No Scores),approved,23,High confidence,Low information
217,136.10999999999999,0,3,Control (Scores),approved,33,Medium confidence,Low information
218,62.46,0,3,Control (Scores),suspicious,78,High confidence,Low information
219,149.03,1,3,Control (No Scores),declined,18,High confidence,No information
220,127.02,0,3,Control (No Scores),approved,21,High confidence,Low information
221,1524.43,0,3,Control (Scores),approved,36,Medium confidence,Low information
222,401.27,0,1,Control (No Scores),suspicious,55,Medium confidence,Low information
223,492.3,0,3,Control (No Scores),approved,61,High confidence,Low information
224,186.77,1,1,Control (Scores),approved,12,Certainty,High information
225,84.92,0,1,Control (No Scores),suspicious,37,High confidence,Medium information
226,232.23000000000002,1,2,Control (No Scores),declined,122,High confidence,High information
227,421.74,0,1,Control (No Scores),approved,24,High confidence,Medium information
228,109.78,1,2,Control (Scores),approved,32,High confidence,High information
229,114.39999999999999,0,2,Control (No Scores),approved,23,High confidence,High information
230,154.84,0,2,Control (Scores),approved,18,High confidence,High information
231,111.84,0,3,Control (No Scores),declined,25,Medium confidence,No information
232,153.03,0,2,Control (Scores),declined,31,High confidence,High information
233,387.09,0,1,Control (No Scores),declined,39,High confidence,High information
234,137.79999999999998,0,3,Control (Scores),approved,68,Low confidence,No information
235,138.35,0,1,Control (No Scores),approved,21,High confidence,Medium information
236,1.27,0,1,Control (Scores),approved,9,Certainty,High information
237,163.91,0,1,Control (No Scores),approved,42,Medium confidence,Medium information
238,96.37,0,1,Control (Scores),approved,33,Medium confidence,Medium information
239,96.68,0,3,Control (No Scores),approved,21,High confidence,Low information
240,93.41,0,1,Control (Scores),approved,35,Medium confidence,Medium information
241,82.7,0,2,Control (Scores),approved,51,High confidence,High information
242,98.47999999999999,0,1,Control (No Scores),approved,29,Medium confidence,Medium information
243,84.51,0,2,Control (Scores),approved,67,Medium confidence,High information
244,65.93,0,2,Control (Scores),approved,71,High confidence,High information
245,171.76999999999998,1,1,Control (Scores),declined,21,High confidence,High information
246,68.88,0,3,Control (Scores),approved,24,Medium confidence,Low information
247,202.83,0,2,Control (No Scores),approved,49,High confidence,High information
248,123.17999999999999,0,2,Control (Scores),approved,18,High confidence,High information
249,132.41,0,1,Control (Scores),approved,11,Certainty,High information
250,129.26,0,2,Control (No Scores),approved,95,Medium confidence,High information
251,168.41,0,1,Control (Scores),approved,21,Certainty,High information
252,203.24,1,2,Control (Scores),declined,63,High confidence,High information
253,72.44999999999999,0,1,Control (Scores),approved,17,High confidence,Medium information
254,376.56,0,2,Control (No Scores),approved,45,High confidence,High information
255,59.75,0,3,Control (Scores),approved,10,High confidence,Low information
256,135.12,0,3,Control (Scores),approved,24,High confidence,Low information
257,119.58,0,3,Control (No Scores),approved,40,High confidence,Low information
258,48.58,0,1,Control (No Scores),declined,27,Medium confidence,Low information
259,128.63,0,3,Control (Scores),approved,26,High confidence,Low information
260,113.21,0,3,Control (No Scores),approved,37,Medium confidence,Low information
261,140.8,0,3,Control (Scores),approved,19,High confidence,Low information
262,147.54,1,1,Control (Scores),approved,8,Certainty,High information
263,380.52,0,2,Control (Scores),declined,148,High confidence,High information
264,204.81,0,1,Control (Scores),approved,9,Certainty,High information
265,86.49,0,2,Control (No Scores),approved,51,Medium confidence,High information
266,158.0,0,3,Control (Scores),approved,26,High confidence,Low information
267,124.10000000000001,0,3,Control (No Scores),approved,57,High confidence,Medium information
268,252.08999999999997,0,2,Control (Scores),approved,106,High confidence,High information
269,128.33,0,3,Control (No Scores),approved,32,High confidence,Low information
270,160.76,0,1,Control (No Scores),approved,27,High confidence,Medium information
271,88.47999999999999,0,2,Control (Scores),approved,107,Medium confidence,High information
272,52.13,0,3,Control (Scores),declined,44,High confidence,Low information
273,176.93,0,2,Control (No Scores),suspicious,71,Medium confidence,High information
274,165.87,0,3,Control (No Scores),approved,16,High confidence,Low information
275,99.08000000000001,0,2,Control (Scores),approved,18,High confidence,High information
276,135.48,0,2,Control (Scores),approved,63,High confidence,High information
277,202.51000000000002,0,3,Control (No Scores),approved,72,Certainty,High information
278,103.66,0,3,Control (Scores),approved,35,High confidence,Low information
279,108.01,0,2,Control (Scores),approved,18,High confidence,High information
280,146.25,1,3,Control (No Scores),declined,57,Medium confidence,No information
281,100.23,1,1,Control (Scores),approved,11,Certainty,Medium information
282,176.63,1,1,Control (No Scores),approved,36,Medium confidence,Medium information
283,106.56,0,3,Control (No Scores),approved,28,High confidence,High information
284,257.52,0,3,Control (Scores),approved,18,High confidence,Low information
285,599.12,0,3,Control (No Scores),approved,52,High confidence,Low information
286,162.73,1,3,Control (Scores),approved,15,High confidence,Low information
287,118.74000000000001,0,3,Control (No Scores),approved,25,High confidence,Low information
288,156.84,0,1,Control (No Scores),approved,6,High confidence,High information
289,240.09,0,2,Control (Scores),approved,24,High confidence,High information
290,199.63,0,3,Control (Scores),approved,20,Certainty,Medium information
291,147.28,0,2,Control (Scores),approved,12,High confidence,High information
292,112.67,0,3,Control (No Scores),approved,18,High confidence,Low information
293,162.31,0,2,Control (Scores),approved,61,High confidence,High information
294,126.5,0,2,Control (Scores),approved,50,Certainty,All information
295,124.05,0,2,Control (No Scores),approved,19,High confidence,High information
296,48.61,0,1,Control (Scores),approved,11,Certainty,All information
297,354.24,0,1,Control (No Scores),approved,8,High confidence,High information
298,163.74,1,1,Control (Scores),declined,22,High confidence,Medium information
299,277.13,0,3,Control (Scores),approved,37,High confidence,Low information
300,221.48999999999998,0,3,Control (No Scores),declined,28,High confidence,Low information
301,66.31,0,2,Control (No Scores),declined,58,Medium confidence,Medium information
302,102.64,0,1,Control (No Scores),declined,17,High confidence,Medium information
303,275.62,0,2,Control (No Scores),approved,24,High confidence,High information
304,139.93,0,2,Control (Scores),approved,19,High confidence,High information
305,58.44,0,1,Control (Scores),approved,12,High confidence,Medium information
306,17.44,0,1,Control (No Scores),approved,12,High confidence,Medium information
307,67.4,0,3,Control (Scores),approved,18,High confidence,Low information
308,257.45,1,2,Control (No Scores),declined,47,High confidence,High information
309,101.09,1,3,Control (No Scores),declined,39,Medium confidence,No information
310,229.65,0,3,Control (No Scores),declined,92,High confidence,Medium information
311,899.56,0,3,Control (No Scores),approved,26,High confidence,Low information
312,36.06,0,1,Control (Scores),approved,23,High confidence,High information
313,121.41000000000001,0,2,Control (No Scores),approved,19,High confidence,High information
314,151.43,0,2,Control (Scores),approved,43,High confidence,High information
315,256.42,0,1,Control (No Scores),declined,23,High confidence,High information
316,160.04,0,1,Control (No Scores),approved,7,Certainty,High information
317,70.42,0,2,Control (No Scores),approved,35,High confidence,High information
318,105.47,0,3,Control (Scores),approved,33,High confidence,Low information
319,126.86,0,3,Control (Scores),approved,14,Medium confidence,Low information
320,208.5,1,2,Control (No Scores),declined,36,Certainty,High information
321,195.69,0,2,Control (No Scores),approved,51,Medium confidence,Low information
322,641.7800000000001,0,2,Control (Scores),approved,38,Medium confidence,High information
323,124.62,0,2,Control (Scores),approved,66,High confidence,High information
324,401.68,0,1,Control (No Scores),declined,37,High confidence,Medium information
325,349.29,0,3,Control (No Scores),approved,30,High confidence,Low information
326,177.57,0,1,Control (Scores),approved,36,High confidence,Medium information
327,123.92999999999999,0,2,Control (No Scores),approved,92,Medium confidence,High information
328,140.27,0,3,Control (Scores),approved,18,Medium confidence,Low information
329,160.63,0,1,Control (Scores),declined,98,High confidence,Medium information
330,136.29999999999998,0,1,Control (Scores),approved,15,Certainty,High information
331,314.98,0,3,Control (Scores),declined,50,High confidence,Low information
332,197.9,0,3,Control (Scores),suspicious,76,High confidence,Low information
333,178.77,1,1,Control (Scores),approved,53,Medium confidence,Medium information
334,98.65,0,2,Control (No Scores),approved,39,High confidence,High information
335,129.35999999999999,0,2,Control (Scores),approved,18,Medium confidence,High information
336,152.66,1,2,Control (No Scores),declined,104,Medium confidence,High information
337,156.75,0,3,Control (No Scores),approved,28,High confidence,Medium information
338,218.36,0,2,Control (No Scores),declined,125,Certainty,High information
339,167.35000000000002,0,3,Control (Scores),declined,90,Medium confidence,Low information
340,341.27,0,2,Control (Scores),approved,65,High confidence,High information
341,462.75,0,2,Control (No Scores),approved,36,Medium confidence,High information
342,342.89,1,2,Control (Scores),declined,32,Medium confidence,High information
343,201.89000000000001,1,3,Control (No Scores),suspicious,61,Medium confidence,Low information
344,560.74,0,3,Control (Scores),approved,52,Medium confidence,Low information
345,226.39000000000001,0,2,Control (No Scores),approved,47,Medium confidence,Medium information
346,141.19,0,3,Control (Scores),approved,48,High confidence,Low information
347,182.6,0,2,Control (No Scores),declined,125,Medium confidence,High information
348,150.89,0,2,Control (No Scores),approved,59,Medium confidence,High information
349,108.56,0,1,Control (No Scores),approved,27,Medium confidence,Medium information
350,125.07,0,3,Control (No Scores),approved,27,High confidence,Medium information
351,168.41,0,2,Control (Scores),approved,19,Medium confidence,High information
352,152.76,0,2,Control (Scores),approved,140,Medium confidence,High information
353,12.32,0,2,Control (Scores),approved,22,High confidence,High information
354,249.68,1,1,Control (Scores),declined,19,High confidence,Low information
355,201.84,0,1,Control (No Scores),approved,4,Certainty,All information
356,389.13,0,3,Control (No Scores),suspicious,46,High confidence,No information
357,173.96,0,3,Control (Scores),approved,45,Certainty,Low information
358,95.72,0,1,Control (No Scores),approved,31,High confidence,Medium information
359,101.32000000000001,1,1,Control (No Scores),approved,6,Certainty,High information
360,202.03,0,2,Control (Scores),approved,19,High confidence,High information
361,325.73,0,2,Control (No Scores),approved,74,Medium confidence,High information
362,76.30999999999999,0,2,Control (Scores),approved,21,High confidence,High information
363,204.98,0,1,Control (Scores),approved,8,Certainty,High information
364,120.56,0,3,Control (No Scores),declined,28,Certainty,Medium information
365,135.63,0,2,Control (Scores),approved,22,Medium confidence,High information
366,118.11,0,1,Control (No Scores),approved,21,High confidence,Medium information
367,76.54,0,2,Control (No Scores),approved,23,High confidence,High information
368,115.03,0,1,Control (Scores),approved,10,High confidence,Medium information
369,140.2,0,1,Control (No Scores),approved,14,High confidence,High information
370,160.45,0,3,Control (No Scores),approved,33,Medium confidence,Low information
371,990.05,0,3,Control (No Scores),approved,67,High confidence,High information
372,196.98,1,2,Control (Scores),declined,80,Medium confidence,Medium information
373,170.47,0,2,Control (No Scores),approved,26,Medium confidence,High information
374,101.92,1,2,Control (Scores),approved,43,Medium confidence,Medium information
375,171.09,0,3,Control (Scores),approved,14,High confidence,Low information
376,120.66,0,2,Control (Scores),approved,46,High confidence,High information
377,143.03,0,2,Control (Scores),approved,57,Medium confidence,High information
378,112.34,0,1,Control (No Scores),approved,26,Medium confidence,Low information
379,112.17999999999999,0,1,Control (No Scores),approved,34,High confidence,High information
380,275.65999999999997,0,1,Control (No Scores),approved,71,Medium confidence,Medium information
381,470.93,0,1,Control (No Scores),approved,30,High confidence,Medium information
382,148.8,1,1,Control (Scores),approved,36,High confidence,Medium information
383,104.01,1,1,Control (No Scores),declined,26,High confidence,High information
384,429.68,1,2,Control (Scores),declined,91,Medium confidence,High information
385,196.42999999999998,0,3,Control (No Scores),suspicious,69,High confidence,Low information
386,118.86,0,1,Control (No Scores),approved,19,High confidence,Medium information
387,183.01000000000002,0,2,Control (Scores),approved,18,High confidence,High information
388,119.31,0,2,Control (No Scores),approved,22,High confidence,High information
389,167.97,0,1,Control (Scores),approved,7,Certainty,High information
390,20.82,0,1,Control (No Scores),approved,4,High confidence,High information
391,701.83,0,3,Control (Scores),approved,57,High confidence,Low information
392,160.35999999999999,0,3,Control (Scores),suspicious,56,Medium confidence,Low information
393,149.79000000000002,0,1,Control (Scores),approved,12,Certainty,High information
394,288.36,0,2,Control (Scores),approved,54,High confidence,High information
395,160.72000000000003,0,3,Control (No Scores),approved,52,Medium confidence,Low information
396,177.68,0,3,Control (No Scores),approved,33,Medium confidence,Low information
397,125.28,0,1,Control (Scores),approved,12,Certainty,High information
398,102.71,1,1,Control (Scores),approved,22,Medium confidence,Medium information
399,164.77,0,1,Control (No Scores),declined,36,Medium confidence,Low information
400,20.48,0,3,Control (No Scores),declined,199,Medium confidence,Medium information
401,230.57,0,3,Control (Scores),approved,56,High confidence,Low information
402,253.20000000000002,1,1,Control (Scores),approved,18,Certainty,High information
403,243.01,0,1,Control (No Scores),approved,19,High confidence,High information
404,139.93,0,3,Control (Scores),approved,12,Medium confidence,Low information
405,441.04,1,2,Control (No Scores),declined,41,High confidence,High information
406,175.45,0,2,Control (Scores),approved,26,High confidence,High information
407,187.94000000000003,0,2,Control (No Scores),approved,25,High confidence,High information
408,144.94,1,1,Control (No Scores),declined,43,High confidence,Medium information
409,430.1,0,1,Control (No Scores),approved,21,Medium confidence,Medium information
410,361.46999999999997,0,2,Control (No Scores),approved,28,High confidence,High information
411,101.42,1,3,Control (Scores),declined,16,Low confidence,No information
412,102.75,0,3,Control (Scores),approved,34,High confidence,Low information
413,61.23,0,1,Control (No Scores),approved,28,High confidence,Medium information
414,213.5,0,2,Control (No Scores),declined,80,High confidence,High information
415,130.66,1,1,Control (No Scores),approved,10,Certainty,High information
416,233.9,0,1,Control (No Scores),approved,7,Certainty,All information
417,105.07,0,3,Control (Scores),approved,37,High confidence,Low information
418,117.93,1,1,Control (Scores),approved,39,Certainty,High information
419,41.33,0,1,Control (Scores),approved,17,Certainty,High information
420,110.92,0,1,Control (Scores),approved,16,Certainty,High information
421,108.74000000000001,0,3,Control (Scores),suspicious,24,Medium confidence,Low information
422,302.90999999999997,0,2,Control (Scores),approved,31,High confidence,High information
423,123.47,0,3,Control (Scores),approved,20,Certainty,Low information
424,15.94,0,3,Control (Scores),approved,17,Certainty,Low information
425,1784.19,0,3,Control (Scores),approved,34,Certainty,Medium information
